Year,Month,Region,Season,Temperature (°C),Humidity (%),Rainfall (mm),Wind Speed (km/h),num_fires,avg_size_ha,dominant_risk
2005,4,Kamloops,Spring,13.1,56.1,12.5,10.5,114,2.611263157894737,Low
2005,4,Okanagan,Spring,10.8,47.3,22.5,10.8,45,3.345377777777778,Low
2005,4,Prince George,Spring,6.0,64.9,24.5,9.2,227,284.87210572687223,Moderate
2005,4,Vancouver Island,Spring,11.0,74.6,45.2,11.7,67,1.1941555555555556,Low
2005,5,Cariboo,Spring,10.4,49.8,32.1,10.3,78,11.16551282051282,Moderate
2005,5,Kamloops,Spring,17.1,42.2,24.0,12.2,114,2.611263157894737,Low
2005,5,Okanagan,Spring,17.1,45.3,39.7,8.7,45,3.345377777777778,Low
2005,5,Prince George,Spring,9.3,48.7,36.3,10.4,227,284.87210572687223,Moderate
2005,5,Vancouver Island,Spring,11.0,54.5,34.5,10.7,67,1.1941555555555556,Low
2005,6,Cariboo,Summer,13.6,52.9,64.7,8.0,45,0.0634888888888889,Low
2005,6,Kamloops,Summer,18.5,39.8,9.8,9.3,562,11.235916221033868,Low
2005,6,Okanagan,Summer,18.0,36.4,20.6,7.8,197,0.4227868020304569,Low
2005,6,Prince George,Summer,16.3,48.8,71.4,9.1,111,4.646279279279279,Moderate
2005,6,Vancouver Island,Summer,15.3,66.0,24.7,12.2,310,1.5824142259414227,Low
2005,7,Cariboo,Summer,17.5,47.1,55.6,8.8,45,0.0634888888888889,Low
2005,7,Kamloops,Summer,23.2,29.0,23.9,8.4,562,11.235916221033868,Low
2005,7,Okanagan,Summer,23.4,28.3,17.8,10.6,197,0.4227868020304569,Low
2005,7,Prince George,Summer,17.6,47.0,28.3,10.5,111,4.646279279279279,Moderate
2005,7,Vancouver Island,Summer,18.7,62.0,21.6,9.9,310,1.5824142259414227,Low
2005,8,Cariboo,Summer,17.1,51.9,37.4,9.2,45,0.0634888888888889,Low
2005,8,Kamloops,Summer,22.2,36.5,25.8,7.6,562,11.235916221033868,Low
2005,8,Okanagan,Summer,23.1,33.3,25.9,8.4,197,0.4227868020304569,Low
2005,8,Prince George,Summer,18.0,50.9,55.7,9.6,111,4.646279279279279,Moderate
2005,8,Vancouver Island,Summer,19.7,64.1,19.1,10.1,310,1.5824142259414227,Low
2005,9,Cariboo,Fall,12.2,60.8,35.0,6.5,43,0.009166666666666665,Extreme
2005,9,Kamloops,Fall,18.0,48.0,16.9,9.9,298,1.0554000000000001,Extreme
2005,9,Okanagan,Fall,16.9,47.5,13.5,5.4,73,0.16895833333333332,Extreme
2005,9,Prince George,Fall,8.5,59.9,55.6,6.6,79,5.799529411764706,Extreme
2005,9,Vancouver Island,Fall,15.3,72.9,36.0,7.4,73,2.971338028169014,Low
2005,10,Cariboo,Fall,4.7,79.9,39.3,8.2,43,0.009166666666666665,Extreme
2005,10,Kamloops,Fall,8.9,59.6,26.4,8.2,298,1.0554000000000001,Extreme
2005,10,Okanagan,Fall,10.1,62.0,39.6,8.7,73,0.16895833333333332,Extreme
2005,10,Prince George,Fall,4.0,68.6,52.5,8.1,79,5.799529411764706,Extreme
2005,10,Vancouver Island,Fall,9.9,81.2,82.8,10.1,73,2.971338028169014,Low
2005,11,Cariboo,Fall,-7.8,80.7,51.7,5.8,43,0.009166666666666665,Extreme
2005,11,Kamloops,Fall,0.8,78.6,46.1,7.1,298,1.0554000000000001,Extreme
2005,11,Okanagan,Fall,2.8,73.2,40.3,11.0,73,0.16895833333333332,Extreme
2005,11,Prince George,Fall,-7.5,86.7,46.9,6.8,79,5.799529411764706,Extreme
2005,11,Vancouver Island,Fall,8.4,79.2,88.5,10.8,73,2.971338028169014,Low
2005,12,Cariboo,Winter,-11.5,82.3,58.2,6.9,1,0.009,Low
2005,12,Kamloops,Winter,-0.9,73.2,38.8,10.1,2,0.009,Low
2005,12,Prince George,Winter,-10.4,88.6,46.2,8.1,4,4.25,Moderate
2005,12,Vancouver Island,Winter,3.6,80.1,139.9,11.9,3,15.884719533143599,Extreme
2006,1,Cariboo,Winter,-14.7,74.5,45.7,8.2,2,0.009,Low
2006,1,Kamloops,Winter,-5.0,76.5,33.5,8.8,2,1.0045,Low
2006,1,Okanagan,Winter,-1.6,75.5,37.8,8.6,1,0.01,Low
2006,1,Prince George,Winter,-11.3,84.8,56.9,7.6,3,23.733333333333334,Moderate
2006,2,Cariboo,Winter,-11.8,77.0,28.6,9.9,2,0.009,Low
2006,2,Kamloops,Winter,-3.3,76.4,23.6,8.8,2,1.0045,Low
2006,2,Okanagan,Winter,-4.7,67.3,19.5,10.0,1,0.01,Low
2006,2,Prince George,Winter,-9.6,78.3,27.5,4.1,3,23.733333333333334,Moderate
2006,3,Cariboo,Spring,-2.0,72.5,26.7,5.0,100,3.9062900000000003,Moderate
2006,3,Kamloops,Spring,5.3,63.2,22.1,11.4,110,3.896345454545455,Low
2006,3,Okanagan,Spring,5.9,62.3,25.6,9.0,34,8.821029411764705,Low
2006,3,Prince George,Spring,-2.0,73.6,14.8,7.5,241,19.539078838174273,Moderate
2006,3,Vancouver Island,Spring,6.6,74.4,105.8,10.4,100,0.5170655737704918,Low
2006,4,Cariboo,Spring,6.8,61.9,26.4,14.7,100,3.9062900000000003,Moderate
2006,4,Kamloops,Spring,8.7,49.8,20.7,12.1,110,3.896345454545455,Low
2006,4,Okanagan,Spring,12.4,50.0,20.2,9.6,34,8.821029411764705,Low
2006,4,Prince George,Spring,5.8,68.2,25.1,8.4,241,19.539078838174273,Moderate
2006,4,Vancouver Island,Spring,9.5,67.7,45.3,11.6,100,0.5170655737704918,Low
2006,5,Cariboo,Spring,8.2,58.9,33.9,9.4,100,3.9062900000000003,Moderate
2006,5,Kamloops,Spring,15.2,45.5,27.6,10.1,110,3.896345454545455,Low
2006,5,Okanagan,Spring,16.9,42.3,29.9,8.5,34,8.821029411764705,Low
2006,5,Prince George,Spring,10.3,57.5,33.1,8.6,241,19.539078838174273,Moderate
2006,5,Vancouver Island,Spring,15.2,55.3,16.7,10.1,100,0.5170655737704918,Low
2006,6,Cariboo,Summer,15.2,50.3,46.1,9.3,252,135.02211155378487,Low
2006,6,Kamloops,Summer,20.7,39.2,26.8,12.4,913,2.3765038335158817,Low
2006,6,Okanagan,Summer,19.0,40.7,29.5,9.3,670,6.947150746268657,Low
2006,6,Prince George,Summer,14.2,48.2,56.3,11.9,479,172.68609205020923,Low
2006,6,Vancouver Island,Summer,17.8,58.7,10.0,11.4,508,1.3450526315789473,Extreme
2006,7,Cariboo,Summer,16.3,51.0,41.3,6.8,252,135.02211155378487,Low
2006,7,Kamloops,Summer,24.8,37.3,22.7,10.5,913,2.3765038335158817,Low
2006,7,Okanagan,Summer,26.2,29.6,21.1,11.9,670,6.947150746268657,Low
2006,7,Prince George,Summer,18.1,49.0,51.8,6.9,479,172.68609205020923,Low
2006,7,Vancouver Island,Summer,19.0,60.6,14.5,8.7,508,1.3450526315789473,Extreme
2006,8,Cariboo,Summer,17.2,55.0,42.9,8.7,252,135.02211155378487,Low
2006,8,Kamloops,Summer,23.9,34.8,21.3,9.6,913,2.3765038335158817,Low
2006,8,Okanagan,Summer,26.2,40.3,20.8,11.3,670,6.947150746268657,Low
2006,8,Prince George,Summer,18.2,51.7,53.0,13.6,479,172.68609205020923,Low
2006,8,Vancouver Island,Summer,19.1,63.5,24.2,5.7,508,1.3450526315789473,Extreme
2006,9,Cariboo,Fall,10.5,65.0,47.8,10.6,149,20.891708860759493,Extreme
2006,9,Kamloops,Fall,16.5,50.4,17.6,12.3,469,33.80504504504505,Extreme
2006,9,Okanagan,Fall,15.9,42.4,11.7,11.5,245,1.9369621212121213,Extreme
2006,9,Prince George,Fall,11.4,59.0,43.9,10.2,228,5.1388037383177565,Extreme
2006,9,Vancouver Island,Fall,14.0,66.5,36.1,9.4,149,0.8655192307692308,Extreme
2006,10,Cariboo,Fall,3.6,77.7,45.9,9.4,149,20.891708860759493,Extreme
2006,10,Kamloops,Fall,7.1,57.1,32.0,10.0,469,33.80504504504505,Extreme
2006,10,Okanagan,Fall,8.3,59.5,22.9,9.5,245,1.9369621212121213,Extreme
2006,10,Prince George,Fall,3.8,68.2,56.8,7.2,228,5.1388037383177565,Extreme
2006,10,Vancouver Island,Fall,11.8,70.6,88.8,11.3,149,0.8655192307692308,Extreme
2006,11,Cariboo,Fall,-5.8,86.0,50.0,7.1,149,20.891708860759493,Extreme
2006,11,Kamloops,Fall,1.5,78.5,34.9,7.7,469,33.80504504504505,Extreme
2006,11,Okanagan,Fall,1.0,68.8,41.4,6.3,245,1.9369621212121213,Extreme
2006,11,Prince George,Fall,-2.3,86.3,50.1,9.9,228,5.1388037383177565,Extreme
2006,11,Vancouver Island,Fall,9.7,80.1,136.3,8.3,149,0.8655192307692308,Extreme
2006,12,Cariboo,Winter,-10.0,86.0,53.7,7.5,2,0.009,Low
2006,12,Kamloops,Winter,-4.0,78.3,47.8,9.0,2,1.0045,Low
2006,12,Okanagan,Winter,-4.3,71.6,30.0,8.8,1,0.01,Low
2006,12,Prince George,Winter,-10.6,87.4,63.6,6.7,3,23.733333333333334,Moderate
2007,1,Cariboo,Winter,-9.0,86.9,61.0,6.8,1,0.01,Low
2007,1,Kamloops,Winter,-6.6,77.7,37.9,8.7,4,6.339666666666666,Low
2007,1,Okanagan,Winter,-7.0,72.1,38.0,7.7,2,0.060000000000000005,Low
2007,1,Vancouver Island,Winter,2.6,84.1,189.6,11.8,1,0.0,Low
2007,2,Cariboo,Winter,-9.0,82.8,37.6,10.0,1,0.01,Low
2007,2,Kamloops,Winter,-3.6,74.0,23.1,9.0,4,6.339666666666666,Low
2007,2,Okanagan,Winter,1.6,79.3,20.7,9.6,2,0.060000000000000005,Low
2007,2,Vancouver Island,Winter,6.0,78.0,67.2,13.0,1,0.0,Low
2007,3,Cariboo,Spring,-2.3,70.1,17.5,7.6,50,2.153102040816327,Moderate
2007,3,Kamloops,Spring,3.2,62.9,13.5,8.4,191,2.3306842105263157,Low
2007,3,Okanagan,Spring,5.7,58.6,15.4,9.2,38,2.0760263157894734,Low
2007,3,Prince George,Spring,-2.6,75.6,27.6,9.7,93,5.081591397849462,Moderate
2007,3,Vancouver Island,Spring,6.4,75.0,49.5,9.7,70,0.26616949152542374,Low
2007,4,Cariboo,Spring,7.1,59.1,27.1,8.5,50,2.153102040816327,Moderate
2007,4,Kamloops,Spring,8.8,51.1,19.1,13.4,191,2.3306842105263157,Low
2007,4,Okanagan,Spring,10.4,48.3,21.8,8.9,38,2.0760263157894734,Low
2007,4,Prince George,Spring,3.3,61.7,24.1,11.0,93,5.081591397849462,Moderate
2007,4,Vancouver Island,Spring,12.3,66.6,54.2,11.1,70,0.26616949152542374,Low
2007,5,Cariboo,Spring,11.8,47.4,36.6,4.5,50,2.153102040816327,Moderate
2007,5,Kamloops,Spring,16.5,44.4,21.9,9.5,191,2.3306842105263157,Low
2007,5,Okanagan,Spring,14.2,44.4,26.9,8.4,38,2.0760263157894734,Low
2007,5,Prince George,Spring,12.4,62.4,42.4,10.3,93,5.081591397849462,Moderate
2007,5,Vancouver Island,Spring,10.6,68.6,28.2,11.8,70,0.26616949152542374,Low
2007,6,Cariboo,Summer,15.0,45.5,64.5,10.0,258,2.28103162055336,Low
2007,6,Kamloops,Summer,19.9,38.8,29.8,9.6,765,1.1093420707732635,Low
2007,6,Okanagan,Summer,22.0,30.9,26.5,9.6,559,29.21906989247312,Low
2007,6,Prince George,Summer,15.2,50.6,58.7,9.1,270,72.76821481481483,Low
2007,6,Vancouver Island,Summer,16.2,58.8,25.8,13.8,353,0.09472571428571427,Low
2007,7,Cariboo,Summer,19.3,54.1,36.5,11.1,258,2.28103162055336,Low
2007,7,Kamloops,Summer,24.4,40.1,17.6,11.1,765,1.1093420707732635,Low
2007,7,Okanagan,Summer,24.0,29.7,30.2,8.5,559,29.21906989247312,Low
2007,7,Prince George,Summer,17.9,55.3,43.9,10.9,270,72.76821481481483,Low
2007,7,Vancouver Island,Summer,19.4,64.8,21.9,10.5,353,0.09472571428571427,Low
2007,8,Cariboo,Summer,19.3,49.1,58.9,6.5,258,2.28103162055336,Low
2007,8,Kamloops,Summer,24.0,34.4,20.9,9.8,765,1.1093420707732635,Low
2007,8,Okanagan,Summer,27.6,35.7,22.4,10.2,559,29.21906989247312,Low
2007,8,Prince George,Summer,18.9,51.5,31.7,7.9,270,72.76821481481483,Low
2007,8,Vancouver Island,Summer,19.2,61.6,23.0,11.6,353,0.09472571428571427,Low
2007,9,Cariboo,Fall,10.4,59.6,37.6,6.2,84,1.3885454545454545,Extreme
2007,9,Kamloops,Fall,16.5,44.9,21.1,9.9,888,5.8729752650176685,Extreme
2007,9,Okanagan,Fall,21.1,42.0,17.1,7.9,243,2.6085614035087716,Extreme
2007,9,Prince George,Fall,12.9,61.9,38.4,7.7,84,1.9534705882352943,Extreme
2007,9,Vancouver Island,Fall,14.1,76.7,37.3,8.9,80,0.09261250000000001,Low
2007,10,Cariboo,Fall,5.8,74.0,48.2,6.6,84,1.3885454545454545,Extreme
2007,10,Kamloops,Fall,10.8,65.8,37.2,7.6,888,5.8729752650176685,Extreme
2007,10,Okanagan,Fall,9.7,53.1,28.1,11.0,243,2.6085614035087716,Extreme
2007,10,Prince George,Fall,4.9,76.2,45.7,7.6,84,1.9534705882352943,Extreme
2007,10,Vancouver Island,Fall,12.1,76.9,101.4,10.1,80,0.09261250000000001,Low
2007,11,Cariboo,Fall,-7.4,84.1,32.1,7.1,84,1.3885454545454545,Extreme
2007,11,Kamloops,Fall,1.9,76.7,50.3,7.8,888,5.8729752650176685,Extreme
2007,11,Okanagan,Fall,1.9,72.8,33.3,9.8,243,2.6085614035087716,Extreme
2007,11,Prince George,Fall,-5.7,78.3,72.8,7.5,84,1.9534705882352943,Extreme
2007,11,Vancouver Island,Fall,6.8,84.0,135.4,8.0,80,0.09261250000000001,Low
2007,12,Cariboo,Winter,-12.1,92.9,65.0,7.4,1,0.01,Low
2007,12,Kamloops,Winter,-5.3,78.6,23.0,8.4,4,6.339666666666666,Low
2007,12,Okanagan,Winter,-4.3,87.4,58.2,8.9,2,0.060000000000000005,Low
2007,12,Vancouver Island,Winter,2.6,87.7,141.2,10.4,1,0.0,Low
2008,1,Kamloops,Winter,-6.5,79.6,37.4,12.3,3,0.75,Moderate
2008,1,Okanagan,Winter,-4.1,82.1,46.3,7.3,1,0.009,Low
2008,1,Prince George,Winter,-11.4,81.9,45.1,8.7,1,0.05,Low
2008,1,Vancouver Island,Winter,2.6,77.7,82.2,11.0,8,0.1,Low
2008,2,Kamloops,Winter,-0.9,70.7,18.0,10.5,3,0.75,Moderate
2008,2,Okanagan,Winter,-2.1,66.7,27.0,9.8,1,0.009,Low
2008,2,Prince George,Winter,-10.1,82.8,31.7,8.8,1,0.05,Low
2008,2,Vancouver Island,Winter,4.7,74.1,96.7,11.5,8,0.1,Low
2008,3,Cariboo,Spring,-3.8,67.2,25.4,8.3,52,10.591529411764705,Moderate
2008,3,Kamloops,Spring,2.0,69.3,23.5,9.8,155,1.709538961038961,Low
2008,3,Okanagan,Spring,2.6,59.2,16.1,7.9,60,1.0014,Low
2008,3,Prince George,Spring,-2.2,69.0,31.3,8.3,109,51.921834862385325,Moderate
2008,3,Vancouver Island,Spring,10.5,67.0,88.7,13.0,126,0.8884761904761905,Low
2008,4,Cariboo,Spring,3.9,70.6,31.3,9.7,52,10.591529411764705,Moderate
2008,4,Kamloops,Spring,7.4,57.4,17.6,13.1,155,1.709538961038961,Low
2008,4,Okanagan,Spring,11.5,47.1,18.8,7.6,60,1.0014,Low
2008,4,Prince George,Spring,6.3,54.6,25.6,12.4,109,51.921834862385325,Moderate
2008,4,Vancouver Island,Spring,9.0,68.8,38.2,11.5,126,0.8884761904761905,Low
2008,5,Cariboo,Spring,11.5,51.2,29.1,9.1,52,10.591529411764705,Moderate
2008,5,Kamloops,Spring,12.9,42.6,22.0,11.1,155,1.709538961038961,Low
2008,5,Okanagan,Spring,16.2,43.8,21.4,9.9,60,1.0014,Low
2008,5,Prince George,Spring,9.1,49.3,41.9,10.1,109,51.921834862385325,Moderate
2008,5,Vancouver Island,Spring,15.6,67.4,35.3,10.2,126,0.8884761904761905,Low
2008,6,Cariboo,Summer,15.7,47.0,55.5,8.6,186,2.051951086956522,Low
2008,6,Kamloops,Summer,19.3,42.5,22.0,10.6,1128,0.5176888888888889,Low
2008,6,Okanagan,Summer,20.9,34.7,21.1,12.7,697,2.3809153515064563,Low
2008,6,Prince George,Summer,15.5,54.0,62.0,11.2,304,9.750963576158941,Low
2008,6,Vancouver Island,Summer,13.9,64.2,31.0,8.2,492,0.44333333333333336,Low
2008,7,Cariboo,Summer,15.8,44.6,41.3,11.3,186,2.051951086956522,Low
2008,7,Kamloops,Summer,23.8,36.1,20.6,8.8,1128,0.5176888888888889,Low
2008,7,Okanagan,Summer,24.0,31.6,26.4,15.1,697,2.3809153515064563,Low
2008,7,Prince George,Summer,18.3,49.0,62.4,12.0,304,9.750963576158941,Low
2008,7,Vancouver Island,Summer,17.1,65.5,14.5,9.0,492,0.44333333333333336,Low
2008,8,Cariboo,Summer,18.8,44.7,52.7,5.9,186,2.051951086956522,Low
2008,8,Kamloops,Summer,20.6,41.1,21.3,8.7,1128,0.5176888888888889,Low
2008,8,Okanagan,Summer,22.1,35.8,18.9,8.7,697,2.3809153515064563,Low
2008,8,Prince George,Summer,16.7,48.1,67.2,8.6,304,9.750963576158941,Low
2008,8,Vancouver Island,Summer,18.3,60.5,17.7,11.1,492,0.44333333333333336,Low
2008,9,Cariboo,Fall,13.3,60.1,41.2,9.8,92,12.76425,Extreme
2008,9,Kamloops,Fall,18.7,48.5,26.0,9.3,817,0.5737679738562091,Extreme
2008,9,Okanagan,Fall,16.3,41.5,21.8,6.8,149,2.402387096774193,Extreme
2008,9,Prince George,Fall,7.7,65.4,42.9,8.4,102,3.8641914893617018,Extreme
2008,9,Vancouver Island,Fall,13.4,64.6,33.2,11.3,175,0.2558457142857143,Low
2008,10,Cariboo,Fall,2.0,69.4,39.7,9.1,92,12.76425,Extreme
2008,10,Kamloops,Fall,11.7,69.0,24.7,10.3,817,0.5737679738562091,Extreme
2008,10,Okanagan,Fall,11.1,60.2,30.4,7.8,149,2.402387096774193,Extreme
2008,10,Prince George,Fall,4.1,74.8,54.8,7.5,102,3.8641914893617018,Extreme
2008,10,Vancouver Island,Fall,10.3,76.1,88.8,7.9,175,0.2558457142857143,Low
2008,11,Cariboo,Fall,-6.9,71.7,47.3,8.0,92,12.76425,Extreme
2008,11,Kamloops,Fall,1.6,81.5,28.2,10.0,817,0.5737679738562091,Extreme
2008,11,Okanagan,Fall,1.1,75.2,29.2,8.0,149,2.402387096774193,Extreme
2008,11,Prince George,Fall,-4.3,81.0,63.1,8.9,102,3.8641914893617018,Extreme
2008,11,Vancouver Island,Fall,7.7,83.5,117.5,12.5,175,0.2558457142857143,Low
2008,12,Kamloops,Winter,-2.5,74.0,30.5,6.1,3,0.75,Moderate
2008,12,Okanagan,Winter,-4.3,76.4,24.3,10.5,1,0.009,Low
2008,12,Prince George,Winter,-12.1,88.3,51.8,9.2,1,0.05,Low
2008,12,Vancouver Island,Winter,2.7,88.5,149.5,10.7,8,0.1,Low
2009,1,Cariboo,Winter,-14.1,81.4,54.0,8.2,1,0.009,Low
2009,1,Kamloops,Winter,-5.7,81.9,45.5,9.6,2,0.009,Low
2009,1,Okanagan,Winter,-5.1,82.7,46.1,6.6,3,0.156,Low
2009,1,Prince George,Winter,-11.4,89.4,52.5,7.7,1,310.0,High
2009,1,Vancouver Island,Winter,4.6,81.6,171.7,9.6,1,0.0,Low
2009,2,Cariboo,Winter,-8.4,79.1,16.1,6.8,1,0.009,Low
2009,2,Kamloops,Winter,0.1,67.5,14.5,9.7,2,0.009,Low
2009,2,Okanagan,Winter,-3.0,82.2,33.8,8.8,3,0.156,Low
2009,2,Prince George,Winter,-8.4,76.8,40.6,6.1,1,310.0,High
2009,2,Vancouver Island,Winter,4.5,82.1,86.3,12.4,1,0.0,Low
2009,3,Cariboo,Spring,-0.7,67.1,26.3,8.9,107,31.5845,Moderate
2009,3,Kamloops,Spring,4.5,61.9,11.1,10.4,204,44.68810784313725,Low
2009,3,Okanagan,Spring,5.0,58.5,23.9,8.1,71,2.5769154929577467,Moderate
2009,3,Prince George,Spring,-4.2,65.7,33.3,11.6,134,191.05913385826773,Moderate
2009,3,Vancouver Island,Spring,9.9,71.4,81.8,9.8,196,0.1439795918367347,Low
2009,4,Cariboo,Spring,5.1,61.7,19.4,8.5,107,31.5845,Moderate
2009,4,Kamloops,Spring,8.0,54.7,19.3,9.8,204,44.68810784313725,Low
2009,4,Okanagan,Spring,7.6,44.7,20.1,8.3,71,2.5769154929577467,Moderate
2009,4,Prince George,Spring,4.8,59.3,25.4,11.2,134,191.05913385826773,Moderate
2009,4,Vancouver Island,Spring,11.3,68.8,46.0,10.2,196,0.1439795918367347,Low
2009,5,Cariboo,Spring,12.3,52.6,31.8,9.3,107,31.5845,Moderate
2009,5,Kamloops,Spring,14.5,40.8,21.7,12.4,204,44.68810784313725,Low
2009,5,Okanagan,Spring,15.9,39.7,21.1,11.5,71,2.5769154929577467,Moderate
2009,5,Prince George,Spring,9.3,53.0,45.4,10.6,134,191.05913385826773,Moderate
2009,5,Vancouver Island,Spring,10.9,67.0,18.8,10.3,196,0.1439795918367347,Low
2009,6,Cariboo,Summer,16.4,43.8,64.1,8.3,403,270.19191919191917,Low
2009,6,Kamloops,Summer,18.5,42.0,25.0,9.6,1125,54.75296663660956,Low
2009,6,Okanagan,Summer,21.0,38.0,35.3,10.7,669,5.991372754491018,Low
2009,6,Prince George,Summer,15.2,56.0,25.3,10.5,469,67.13785840707965,Low
2009,6,Vancouver Island,Summer,17.6,65.8,34.7,12.0,1229,6.129017114914426,Low
2009,7,Cariboo,Summer,19.3,52.8,32.7,7.4,403,270.19191919191917,Low
2009,7,Kamloops,Summer,23.5,29.9,16.0,8.7,1125,54.75296663660956,Low
2009,7,Okanagan,Summer,27.1,30.2,20.1,7.8,669,5.991372754491018,Low
2009,7,Prince George,Summer,16.7,42.7,60.6,11.3,469,67.13785840707965,Low
2009,7,Vancouver Island,Summer,17.7,65.1,17.8,7.8,1229,6.129017114914426,Low
2009,8,Cariboo,Summer,17.5,46.9,64.7,6.9,403,270.19191919191917,Low
2009,8,Kamloops,Summer,25.9,36.1,17.2,10.1,1125,54.75296663660956,Low
2009,8,Okanagan,Summer,23.3,37.9,27.7,10.9,669,5.991372754491018,Low
2009,8,Prince George,Summer,16.8,55.8,72.7,10.8,469,67.13785840707965,Low
2009,8,Vancouver Island,Summer,17.6,63.8,13.0,10.1,1229,6.129017114914426,Low
2009,9,Cariboo,Fall,10.8,62.8,31.9,7.2,163,8.883534482758622,Extreme
2009,9,Kamloops,Fall,16.2,47.1,23.6,10.3,699,2.6375172413793107,Extreme
2009,9,Okanagan,Fall,14.7,50.3,13.9,10.3,352,0.6033043478260869,Low
2009,9,Prince George,Fall,13.4,65.0,48.7,6.1,194,1.2651212121212119,Extreme
2009,9,Vancouver Island,Fall,15.0,64.3,41.1,11.3,460,0.06490555555555555,Extreme
2009,10,Cariboo,Fall,4.4,73.7,44.2,6.7,163,8.883534482758622,Extreme
2009,10,Kamloops,Fall,7.9,59.7,24.6,5.3,699,2.6375172413793107,Extreme
2009,10,Okanagan,Fall,9.1,62.8,20.5,10.3,352,0.6033043478260869,Low
2009,10,Prince George,Fall,3.3,70.6,68.8,7.9,194,1.2651212121212119,Extreme
2009,10,Vancouver Island,Fall,11.0,76.7,98.4,11.5,460,0.06490555555555555,Extreme
2009,11,Cariboo,Fall,-6.9,84.3,70.3,7.2,163,8.883534482758622,Extreme
2009,11,Kamloops,Fall,-1.6,81.5,46.5,8.6,699,2.6375172413793107,Extreme
2009,11,Okanagan,Fall,-0.5,71.3,30.4,5.9,352,0.6033043478260869,Low
2009,11,Prince George,Fall,-4.9,84.2,55.5,10.5,194,1.2651212121212119,Extreme
2009,11,Vancouver Island,Fall,7.4,78.7,135.1,12.8,460,0.06490555555555555,Extreme
2009,12,Cariboo,Winter,-9.7,87.8,41.0,9.8,1,0.009,Low
2009,12,Kamloops,Winter,-3.2,82.2,64.6,10.9,2,0.009,Low
2009,12,Okanagan,Winter,-2.9,87.2,64.4,8.6,3,0.156,Low
2009,12,Prince George,Winter,-11.6,84.8,49.4,6.0,1,310.0,High
2009,12,Vancouver Island,Winter,3.5,92.4,129.8,11.2,1,0.0,Low
2010,1,Cariboo,Winter,-11.0,89.5,44.4,10.2,1,0.3,Moderate
2010,1,Kamloops,Winter,-5.5,75.2,23.8,9.8,1,0.009,Low
2010,1,Prince George,Winter,-12.8,81.9,50.3,7.2,1,3.8,Moderate
2010,1,Vancouver Island,Winter,3.7,82.9,89.9,10.4,5,0.0018,Low
2010,2,Cariboo,Winter,-6.5,81.2,33.5,7.4,1,0.3,Moderate
2010,2,Kamloops,Winter,-3.5,67.3,19.2,8.2,1,0.009,Low
2010,2,Prince George,Winter,-10.4,77.7,24.5,9.6,1,3.8,Moderate
2010,2,Vancouver Island,Winter,4.0,78.5,117.5,12.0,5,0.0018,Low
2010,3,Cariboo,Spring,0.5,71.6,15.8,6.5,53,8.97054716981132,Moderate
2010,3,Kamloops,Spring,6.5,65.5,19.0,12.7,73,2.619671232876712,Low
2010,3,Okanagan,Spring,4.6,64.3,17.3,9.1,33,2.0801212121212123,Low
2010,3,Prince George,Spring,-2.5,64.2,26.3,7.9,150,20.517577181208054,Moderate
2010,3,Vancouver Island,Spring,3.8,81.2,76.3,10.3,130,0.03436923076923077,Low
2010,4,Cariboo,Spring,5.4,62.2,23.7,10.6,53,8.97054716981132,Moderate
2010,4,Kamloops,Spring,10.1,48.6,23.5,12.0,73,2.619671232876712,Low
2010,4,Okanagan,Spring,13.5,54.7,25.4,10.0,33,2.0801212121212123,Low
2010,4,Prince George,Spring,5.5,65.4,15.6,9.7,150,20.517577181208054,Moderate
2010,4,Vancouver Island,Spring,10.4,68.7,36.4,11.5,130,0.03436923076923077,Low
2010,5,Cariboo,Spring,8.5,52.6,22.9,10.1,53,8.97054716981132,Moderate
2010,5,Kamloops,Spring,13.7,44.2,18.1,8.9,73,2.619671232876712,Low
2010,5,Okanagan,Spring,16.5,48.0,32.8,7.3,33,2.0801212121212123,Low
2010,5,Prince George,Spring,10.4,54.7,39.6,8.7,150,20.517577181208054,Moderate
2010,5,Vancouver Island,Spring,12.5,63.4,27.6,8.7,130,0.03436923076923077,Low
2010,6,Cariboo,Summer,15.2,53.7,43.0,10.7,296,593.8911228668942,Low
2010,6,Kamloops,Summer,21.4,47.6,20.2,11.6,354,10.70742492917847,Low
2010,6,Okanagan,Summer,18.7,43.2,28.3,9.0,482,2.517158333333333,Low
2010,6,Prince George,Summer,14.5,48.8,66.8,9.5,608,253.86921525423728,Low
2010,6,Vancouver Island,Summer,16.4,67.3,27.6,11.7,901,5.327378619153675,Low
2010,7,Cariboo,Summer,20.2,50.3,43.8,9.4,296,593.8911228668942,Low
2010,7,Kamloops,Summer,22.7,32.1,15.9,9.2,354,10.70742492917847,Low
2010,7,Okanagan,Summer,23.1,29.8,15.8,12.9,482,2.517158333333333,Low
2010,7,Prince George,Summer,20.5,49.8,47.2,6.9,608,253.86921525423728,Low
2010,7,Vancouver Island,Summer,19.2,62.9,21.0,8.2,901,5.327378619153675,Low
2010,8,Cariboo,Summer,16.9,53.4,63.8,9.8,296,593.8911228668942,Low
2010,8,Kamloops,Summer,23.1,32.7,21.1,9.7,354,10.70742492917847,Low
2010,8,Okanagan,Summer,23.9,33.8,24.6,10.9,482,2.517158333333333,Low
