Region,Year,Month,Season,total_burned_area,fire_count,average_fire_size,worst_case_fire_size,temperature_c,humidity_pct,rainfall_mm,wind_speed_kmh,risk_worst_case_fire_size
Vancouver Island,2023,6.0,Summer,1091.7540000000001,48,22.744875000000004,767.2,16.4,64.0,25.399999999999995,9.7,Extreme
Vancouver Island,2023,7.0,Summer,77934.005,95,820.3579473684212,40580.0,15.8,73.2,18.6,10.8,Extreme
Vancouver Island,2023,8.0,Summer,8555.847,137,62.45143795620438,2320.0,19.1,63.10000000000001,21.2,7.6000000000000005,Extreme
Vancouver Island,2023,9.0,Fall,1290.625,37,34.88175675675676,1217.1,19.0,66.1,30.199999999999996,9.5,Extreme
Vancouver Island,2023,10.0,Fall,1.527,4,0.38175,1.5,12.8,78.1,66.2,12.4,Moderate
Vancouver Island,2023,11.0,Fall,50.0,1,50.0,50.0,8.3,84.2,146.3,14.6,High
Vancouver Island,2024,4.0,Spring,13.165,12,1.0970833333333332,12.5,10.9,66.9,31.8,9.5,Moderate
Vancouver Island,2024,5.0,Spring,15.144999999999998,14,1.0817857142857141,9.7,14.7,65.1,31.1,10.2,Moderate
Vancouver Island,2024,6.0,Summer,1.032,14,0.07371428571428572,0.5,16.0,69.2,23.3,8.5,Low
Vancouver Island,2024,7.0,Summer,244.06099999999998,32,7.626906249999999,228.6,20.0,64.2,18.1,12.6,Extreme
Vancouver Island,2024,8.0,Summer,2519.554,71,35.48667605633803,772.0,19.2,67.2,16.8,9.7,Extreme
Vancouver Island,2024,9.0,Fall,4.813,16,0.3008125,1.64,16.5,64.8,39.5,10.4,Moderate
Vancouver Island,2024,10.0,Fall,0.418,5,0.0836,0.25,11.0,82.1,93.9,12.7,Low
Vancouver Island,2024,12.0,Winter,0.0,1,0.0,0.0,6.1,93.3,144.5,12.0,Low
Vancouver Island,2025,1.0,Winter,0.009,1,0.009,0.009,5.1,79.1,87.7,10.1,Low
Vancouver Island,2025,4.0,Spring,8.759,12,0.7299166666666667,4.36,12.0,70.0,44.1,11.300000000000002,Moderate
Vancouver Island,2025,5.0,Spring,10.453,14,0.746642857142857,4.0,14.3,65.8,25.4,10.9,Moderate
Vancouver Island,2025,6.0,Summer,91.34299999999999,21,4.349666666666666,59.5,14.8,65.3,22.6,14.3,High
Vancouver Island,2025,7.0,Summer,851.602,56,15.207178571428571,588.0,18.9,59.4,17.5,11.0,Extreme
Vancouver Island,2025,8.0,Summer,13603.082,83,163.89255421686747,5400.0,21.8,63.6,15.0,11.2,Extreme
Vancouver Island,2025,9.0,Fall,508.676,33,15.414424242424243,392.0,13.6,69.3,36.0,10.1,Extreme
Vancouver Island,2025,10.0,Fall,28.617,5,5.7234,28.5,12.0,75.3,83.2,10.5,High
Vancouver Island,2025,11.0,Fall,0.161,3,0.05366666666666667,0.15,7.5,82.4,139.2,12.300000000000002,Low
Vancouver Island,2025,12.0,Winter,0.009,1,0.009,0.009,5.2,85.8,99.1,11.3,Low
